Driver,LapNumber,Gap_To_Ahead,TyreAge_In,OldCompound,NewCompound,StationaryDuration,InLap_Sec,OutLap_Sec,Is_Traffic,Undercut_Successful,Year,GP_Name
SAI,28.0,0.629,18.0,HARD,HARD,20.841,103.655,113.088,0,0,2024,Las Vegas Grand Prix
LEC,9.0,0.799,9.0,MEDIUM,HARD,21.274,107.546,114.299,0,0,2024,Las Vegas Grand Prix
LEC,31.0,16.366,22.0,HARD,HARD,21.612,102.968,115.014,0,0,2024,Las Vegas Grand Prix
VER,11.0,8.071,11.0,MEDIUM,HARD,20.77,104.351,115.018,0,0,2024,Las Vegas Grand Prix
VER,27.0,11.271,16.0,HARD,HARD,22.289,103.108,114.746,0,0,2024,Las Vegas Grand Prix
NOR,9.0,3.896,9.0,MEDIUM,HARD,21.088,105.24,114.247,0,0,2024,Las Vegas Grand Prix
NOR,30.0,11.532,21.0,HARD,HARD,20.662,104.646,113.261,0,0,2024,Las Vegas Grand Prix
NOR,48.0,9.863,18.0,HARD,SOFT,21.213,100.9,112.312,0,0,2024,Las Vegas Grand Prix
PIA,10.0,0.593,10.0,MEDIUM,HARD,27.791,105.43,121.018,0,0,2024,Las Vegas Grand Prix
PIA,25.0,0.614,15.0,HARD,HARD,21.184,103.929,114.146,0,1,2024,Las Vegas Grand Prix
HUL,14.0,0.474,14.0,MEDIUM,HARD,21.555,106.441,115.523,0,1,2024,Las Vegas Grand Prix
HUL,33.0,5.098,19.0,HARD,HARD,21.623,103.457,115.136,0,0,2024,Las Vegas Grand Prix
TSU,10.0,0.716,10.0,MEDIUM,HARD,21.289,105.973,115.855,0,0,2024,Las Vegas Grand Prix
TSU,29.0,2.091,20.0,HARD,HARD,21.208,104.582,115.356,0,0,2024,Las Vegas Grand Prix
PER,17.0,0.984,17.0,HARD,MEDIUM,21.42,108.327,116.44,0,0,2024,Las Vegas Grand Prix
PER,32.0,1.1360000000000001,15.0,MEDIUM,HARD,21.209,103.652,114.573,0,0,2024,Las Vegas Grand Prix
ALO,4.0,1.012,4.0,SOFT,HARD,21.321,105.129,115.61,0,1,2024,Las Vegas Grand Prix
ALO,24.0,0.284,21.0,HARD,HARD,21.504,104.985,114.074,0,0,2024,Las Vegas Grand Prix
MAG,17.0,0.719,17.0,MEDIUM,HARD,21.967,107.306,117.747,0,0,2024,Las Vegas Grand Prix
ZHO,11.0,0.678,12.0,MEDIUM,HARD,22.978,106.469,119.067,0,1,2024,Las Vegas Grand Prix
ZHO,34.0,1.488,24.0,HARD,HARD,21.7,104.144,115.582,0,0,2024,Las Vegas Grand Prix
COL,16.0,0.708,16.0,HARD,MEDIUM,21.141,106.201,115.655,0,1,2024,Las Vegas Grand Prix
COL,26.0,1.889,10.0,MEDIUM,HARD,21.247,102.724,112.302,0,1,2024,Las Vegas Grand Prix
STR,9.0,0.927,10.0,MEDIUM,HARD,34.785,105.282,129.226,0,0,2024,Las Vegas Grand Prix
STR,28.0,3.785,20.0,HARD,HARD,21.609,106.525,115.15,0,0,2024,Las Vegas Grand Prix
LAW,11.0,0.46,11.0,MEDIUM,HARD,21.241,106.707,117.446,0,0,2024,Las Vegas Grand Prix
LAW,38.0,0.308,28.0,HARD,HARD,20.625,105.262,114.487,0,0,2024,Las Vegas Grand Prix
OCO,11.0,1.082,11.0,MEDIUM,MEDIUM,15.747,105.832,114.887,0,0,2024,Las Vegas Grand Prix
OCO,12.0,4.15,12.0,MEDIUM,HARD,21.074,114.887,116.03,0,0,2024,Las Vegas Grand Prix
OCO,45.0,0.522,33.0,HARD,SOFT,21.922,103.454,114.485,0,0,2024,Las Vegas Grand Prix
BOT,17.0,2.188,17.0,HARD,MEDIUM,21.328,107.928,115.486,0,0,2024,Las Vegas Grand Prix
BOT,35.0,6.649,18.0,MEDIUM,HARD,22.789,107.595,117.069,0,0,2024,Las Vegas Grand Prix
ALB,9.0,0.42,9.0,MEDIUM,HARD,22.092,104.883,116.773,0,0,2024,Las Vegas Grand Prix
GAS,10.0,6.879,10.0,MEDIUM,HARD,22.457,106.263,116.714,0,0,2024,Las Vegas Grand Prix
GAS,35.0,6.343,35.0,MEDIUM,HARD,28.838,111.497,142.16,0,1,2024,Qatar Grand Prix
GAS,36.0,14.826,1.0,HARD,HARD,22.668,142.16,141.304,0,0,2024,Qatar Grand Prix
GAS,37.0,19.248,2.0,HARD,HARD,30.538,141.304,146.588,0,0,2024,Qatar Grand Prix
PER,35.0,15.084,35.0,MEDIUM,HARD,28.035,106.636,143.642,0,0,2024,Qatar Grand Prix
ALO,35.0,1.025,35.0,MEDIUM,HARD,28.754,115.097,146.362,0,0,2024,Qatar Grand Prix
ALO,36.0,1.37,1.0,HARD,MEDIUM,28.539,146.362,135.542,0,0,2024,Qatar Grand Prix
ALO,37.0,3.009,7.0,MEDIUM,MEDIUM,32.661,135.542,144.47,0,0,2024,Qatar Grand Prix
STR,7.0,2.069,6.0,HARD,HARD,42.02,96.33,140.862,0,0,2024,Qatar Grand Prix
MAG,27.0,12.953,27.0,MEDIUM,HARD,28.596,90.05,108.853,0,1,2024,Qatar Grand Prix
MAG,36.0,1.85,9.0,HARD,HARD,22.808,125.526,130.074,0,1,2024,Qatar Grand Prix
MAG,37.0,3.555,10.0,HARD,HARD,33.348,130.074,146.776,0,0,2024,Qatar Grand Prix
TSU,35.0,14.417,35.0,MEDIUM,HARD,28.906,121.862,143.242,0,0,2024,Qatar Grand Prix
TSU,36.0,2.617,1.0,HARD,HARD,22.821,143.242,118.996,0,0,2024,Qatar Grand Prix
TSU,37.0,13.684,2.0,HARD,HARD,35.897,118.996,146.782,0,0,2024,Qatar Grand Prix
TSU,40.0,0.338,5.0,HARD,SOFT,29.188,119.241,134.978,0,0,2024,Qatar Grand Prix
ALB,35.0,2.127,35.0,MEDIUM,SOFT,29.272,121.917,142.739,0,0,2024,Qatar Grand Prix
ALB,36.0,2.182,1.0,SOFT,SOFT,22.633,142.739,118.603,0,0,2024,Qatar Grand Prix
ALB,37.0,1.679,2.0,SOFT,SOFT,36.522,118.603,146.301,0,1,2024,Qatar Grand Prix
ALB,55.0,6.316,20.0,SOFT,SOFT,39.621,92.223,123.543,0,0,2024,Qatar Grand Prix
ZHO,35.0,1.479,35.0,MEDIUM,HARD,29.774,115.892,146.39,0,1,2024,Qatar Grand Prix
ZHO,36.0,2.274,1.0,HARD,HARD,23.277,146.39,129.664,0,1,2024,Qatar Grand Prix
ZHO,37.0,2.302,2.0,HARD,HARD,34.82,129.664,146.432,0,0,2024,Qatar Grand Prix
HUL,31.0,0.594,30.0,HARD,MEDIUM,28.342,90.767,106.841,0,0,2024,Qatar Grand Prix
HUL,36.0,25.904,5.0,MEDIUM,MEDIUM,23.755,116.135,119.627,0,1,2024,Qatar Grand Prix
HUL,37.0,1.9529999999999998,6.0,MEDIUM,MEDIUM,37.717,119.627,144.972,0,0,2024,Qatar Grand Prix
LAW,37.0,17.392,2.0,HARD,HARD,26.797,115.739,134.297,0,0,2024,Qatar Grand Prix
LAW,40.0,0.55,5.0,HARD,SOFT,34.713,120.647,135.917,0,0,2024,Qatar Grand Prix
NOR,45.0,0.573,10.0,HARD,HARD,36.023,87.666,112.677,0,0,2024,Qatar Grand Prix
HAM,47.0,0.634,13.0,HARD,HARD,22.735,89.954,102.41,0,0,2024,Qatar Grand Prix
SAI,34.0,4.763,35.0,MEDIUM,HARD,36.129,107.696,148.364,0,0,2024,Qatar Grand Prix
SAI,36.0,17.77,2.0,HARD,HARD,22.658,123.309,133.402,0,1,2024,Qatar Grand Prix
SAI,37.0,2.535,3.0,HARD,HARD,34.312,133.402,146.73,0,0,2024,Qatar Grand Prix
RUS,23.0,6.724,24.0,MEDIUM,HARD,32.301,89.591,113.294,0,0,2024,Qatar Grand Prix
RUS,35.0,5.855,12.0,HARD,HARD,27.797,114.752,142.188,0,0,2024,Qatar Grand Prix
RUS,36.0,9.11,1.0,HARD,HARD,22.725,142.188,134.784,0,0,2024,Qatar Grand Prix
RUS,37.0,9.138,2.0,HARD,HARD,34.082,134.784,146.38,0,0,2024,Qatar Grand Prix
BOT,24.0,4.146,24.0,MEDIUM,HARD,28.96,90.542,111.494,0,0,2024,Qatar Grand Prix
PIA,34.0,9.503,34.0,MEDIUM,HARD,27.673,89.34,127.624,0,0,2024,Qatar Grand Prix
VER,29.0,7.578,29.0,MEDIUM,HARD,32.739,91.857,119.495,0,0,2024,Abu Dhabi Grand Prix
GAS,14.0,7.843,14.0,MEDIUM,HARD,21.987,92.241,109.784,0,0,2024,Abu Dhabi Grand Prix
ALO,13.0,1.038,14.0,MEDIUM,HARD,23.747,93.244,111.792,0,0,2024,Abu Dhabi Grand Prix
ALO,37.0,1.4969999999999999,25.0,HARD,HARD,22.35,91.999,109.629,0,0,2024,Abu Dhabi Grand Prix
LEC,20.0,1.12,20.0,MEDIUM,HARD,21.933,92.189,108.662,0,1,2024,Abu Dhabi Grand Prix
STR,11.0,1.575,12.0,MEDIUM,HARD,23.265,92.854,111.685,0,1,2024,Abu Dhabi Grand Prix
STR,32.0,1.884,22.0,HARD,HARD,22.01,92.228,110.047,0,0,2024,Abu Dhabi Grand Prix
MAG,12.0,2.199,12.0,MEDIUM,HARD,26.412,92.565,113.873,0,0,2024,Abu Dhabi Grand Prix
MAG,29.0,1.8010000000000002,17.0,HARD,HARD,21.64,91.849,121.98,0,0,2024,Abu Dhabi Grand Prix
MAG,30.0,0.686,1.0,HARD,SOFT,22.732,121.98,112.368,0,0,2024,Abu Dhabi Grand Prix
MAG,55.0,28.787,25.0,SOFT,SOFT,22.032,91.958,112.994,0,0,2024,Abu Dhabi Grand Prix
TSU,22.0,4.27,22.0,MEDIUM,HARD,21.809,92.597,110.323,0,0,2024,Abu Dhabi Grand Prix
ALB,12.0,1.994,12.0,MEDIUM,HARD,22.054,92.201,109.973,0,0,2024,Abu Dhabi Grand Prix
ZHO,12.0,2.371,12.0,MEDIUM,HARD,22.978,92.863,112.329,0,0,2024,Abu Dhabi Grand Prix
ZHO,39.0,4.498,27.0,HARD,HARD,28.854,91.75,116.496,0,0,2024,Abu Dhabi Grand Prix
HUL,13.0,1.064,13.0,MEDIUM,HARD,21.575,92.49,109.649,0,0,2024,Abu Dhabi Grand Prix
LAW,23.0,10.611,23.0,MEDIUM,HARD,23.456,94.497,116.467,0,0,2024,Abu Dhabi Grand Prix
LAW,24.0,1.043,1.0,HARD,HARD,22.486,116.467,110.532,0,0,2024,Abu Dhabi Grand Prix
LAW,29.0,13.472,6.0,HARD,HARD,32.26,92.322,123.413,0,0,2024,Abu Dhabi Grand Prix
NOR,26.0,0.0,26.0,MEDIUM,HARD,21.406,91.567,107.513,0,0,2024,Abu Dhabi Grand Prix
COL,3.0,0.935,3.0,MEDIUM,HARD,24.952,130.71,115.146,0,0,2024,Abu Dhabi Grand Prix
HAM,34.0,17.079,34.0,HARD,MEDIUM,21.693,91.792,108.722,0,0,2024,Abu Dhabi Grand Prix
SAI,25.0,3.807,25.0,MEDIUM,HARD,21.393,90.842,107.557,0,0,2024,Abu Dhabi Grand Prix
DOO,22.0,1.65,22.0,MEDIUM,HARD,22.066,93.037,110.994,0,0,2024,Abu Dhabi Grand Prix
RUS,26.0,16.697,27.0,MEDIUM,HARD,21.389,92.057,108.853,0,0,2024,Abu Dhabi Grand Prix
BOT,6.0,2.496,6.0,MEDIUM,HARD,41.098,93.388,130.132,0,0,2024,Abu Dhabi Grand Prix
PIA,4.0,1.353,4.0,MEDIUM,HARD,23.581,92.201,110.887,0,0,2024,Abu Dhabi Grand Prix
PIA,32.0,1.9729999999999999,28.0,HARD,HARD,32.798,91.627,120.448,0,0,2024,Abu Dhabi Grand Prix
